job_position,job_link,company_name,job_location,job_title,about,broad_field,skills_filled,experience_filled,cluster
MS Engineer L1 VC support,https://in.linkedin.com/jobs/view/ms-engineer-l1-vc-support-at-ntt-data-inc-4282289540?position=9&pageNum=18&refId=Cl3P7ir4VJrL2RjPrEet0w%3D%3D&trackingId=WFbz4F3jrRMtiD5wXE1fqg%3D%3D,"NTT DATA, Inc.","Mumbai, Maharashtra, India",MS Engineer L1 VC support,"Make an impact with NTT DATAJoin a company that is pushing the boundaries of what is possible. We are renowned for our technical excellence and leading innovations, and for making a difference to our clients and society. Our workplace embraces diversity and inclusion – it’s a place where you can grow, belong and thrive.Additional Career Level Description:Knowledge and application:Work is reviewed periodically based on a set of defined procedures or precedence.Normally receives general instruction on work and new assignments.Learns to use professional concepts.Problem solving:Applies knowledge and basic problem-solving techniques to define and resolve problems.Works on problems of limited scope.Interaction:Exchanges standard/basic information with colleagues and immediate line manager/team leader.Develops stable working relationships internally.Accountability:Determines a course of action based on guidelines and standard practices and procedures.Workplace type: On-site WorkingAbout NTT DATANTT DATA is a $30+ billion trusted global innovator of business and technology services. We serve 75% of the Fortune Global 100 and are committed to helping clients innovate, optimize and transform for long-term success. We invest over $3.6 billion each year in R&D to help organizations and society move confidently and sustainably into the digital future. As a Global Top Employer, we have diverse experts in more than 50 countries and a robust partner ecosystem of established and start-up companies. Our services include business and technology consulting, data and artificial intelligence, industry solutions, as well as the development, implementation and management of applications, infrastructure, and connectivity. We are also one of the leading providers of digital and AI infrastructure in the world. NTT DATA is part of NTT Group and headquartered in Tokyo.Equal Opportunity EmployerNTT DATA is proud to be an Equal Opportunity Employer with a global culture that embraces diversity. We are committed to providing an environment free of unfair discrimination and harassment. We do not discriminate based on age, race, colour, gender, sexual orientation, religion, nationality, disability, pregnancy, marital status, veteran status, or any other protected category. Join our growing global team and accelerate your career with us. Apply today.",NLP_Engineer,"['r', 'ai', 'consulting', 'start-up', 'technical']","['Career Level Description', 'NTT DATA', 'Equal Opportunity Employer', 'WorkingAbout NTT DATANTT DATA', 'NTT Group', 'Fortune Global', 'Global Top Employer', 'NTT DATAJoin', 'Tokyo.Equal Opportunity EmployerNTT DATA']",7
Engineering II-Software Development,https://in.linkedin.com/jobs/view/engineering-ii-software-development-at-verizon-4291282266?position=10&pageNum=18&refId=Cl3P7ir4VJrL2RjPrEet0w%3D%3D&trackingId=5DJlcmjBUbkogJvFqJ2tzw%3D%3D,Verizon,"Chennai, Tamil Nadu, India",Engineering II-Software Development,"When you join VerizonYou want more out of a career. A place to share your ideas freely — even if they’re daring or different. Where the true you can learn, grow, and thrive. At Verizon, we power and empower how people live, work and play by connecting them to what brings them joy. We do what we love — driving innovation, creativity, and impact in the world. Our V Team is a community of people who anticipate, lead, and believe that listening is where learning begins. In crisis and in celebration, we come together — lifting our communities and building trust in how we show up, everywhere & always. Want in? Join the #VTeamLife.What You’ll Be Doing...In this role, you will have the opportunity to learn and grow your skills in SAP ABAP development in collaboration with experience professionals. We are looking for someone who is passionate about technology, has a strong foundation in programming concepts, and worked in SAP ABAP development.Collaborating with senior ABAP developers to understand business requirements and assist in the design and development of ABAP-based solutions.Applying ABAP programming concepts to develop and maintain ABAP programs, reports, interfaces, and enhancements.Participating in testing activities to ensure the quality and functionality of developed solutions.Assisting in troubleshooting, debugging and resolving technical issues related to functionality supporting various projects.Contributing to the creation and maintenance of technical documentation.Supporting the integration of ABAP solutions with other SAP modules and systems.Staying updated with the latest advancements in SAP ABAP technology and continuously enhancing your skills.Where you’ll be working…In this hybrid role, you'll have a defined work location that includes work from home and assigned office days set by your manager.What We’re Looking For...You will need to have:Bachelor’s degree or one or more years of work experience.One or more years of relevant experience.Strong knowledge of SAP ABAP programming with understanding of concepts such as Data dictionary, Report programming, function modules etc.Knowledge of enhancement framework, Badi and Basic interfacesExperience in analytical and problem-solving skills.Strong communication and interpersonal skills.Ability to work well in a team environment and collaborate effectively with others.Even better if you have one or more of the following:Knowledge of SAP modules such as FI, SD and MM.Ability to work with SAP ABAP development tools and environments.Knowledge of advanced ABAP concepts such as WorkflowKnowledge of software development lifecycle (SDLC) principles.If Verizon and this role sound like a fit for you, we encourage you to apply even if you don’t meet every “even better” qualification listed above.Where you’ll be workingIn this hybrid role, you'll have a defined work location that includes work from home and assigned office days set by your manager.Scheduled Weekly Hours0Equal Employment OpportunityVerizon is an equal opportunity employer. We evaluate qualified applicants without regard to race, gender, disability or any other legally protected characteristics.",NLP_Engineer,"['testing', 'design', 'troubleshooting', 'programming', 'communication', 'sap', 'debugging', 'technical', 'reports', 'lifecycle', 'technical issues', 'analytical', 'sdlc']","['Badi and Basic', 'V Team', 'one or more years', 'Badi Basic', 'SAP ABAP', 'Bachelor ’', 'SD MM.Ability', 'WorkflowKnowledge', 'Hours0Equal Employment OpportunityVerizon', 'Knowledge SAP']",3
Consumables Engineer (H/F),https://in.linkedin.com/jobs/view/consumables-engineer-h-f-at-sartorius-4291271889?position=1&pageNum=19&refId=A05tg2%2FSUCqb66V8aUIhQw%3D%3D&trackingId=3DBX87vTy7Lq3HqbKkgjfw%3D%3D,Sartorius,"Bengaluru, Karnataka, India",Consumables Engineer (H/F),"We are currently seeking a Consumables Engineer for the design of single-use products. ETO service (Engineering to Order) allows our customers to benefit from Sartorius’s consumable products perfectly adapted to their bioprocess need through a detailed customization.Work With Us - Your ResponsibilitiesManage ETO projects in an international environment from definition to final approvalCoordinate all activities for the project and create the final design and pricingDefine specifications in cooperation with other departments like product development, quality, procurement, MSAT,sales and marketing for more complex projectsMaking technical and feasibility analyzes of projectsDesign new custom products using in-house design tool according to customer needs and internal design rules (Use of computer software design tool)Ensure product is manufacturable and define any qualification/testing that might be neededCalculate product cost and define price of the product in collaboration with marketingCoordinate all activities for industrialization of the product and order intake in an international and multi-sites environmentReport project statusWhat Will Convince UsDeep understanding of upstream (cell culture, fermentation) and downstream (purification, formulation) processes under GMP.Familiarity with GMP, FDA/EMA guidelines, batch documentation, method validation and ISO standardsUsing data‑driven methods (DoE, FMEA) to diagnose bottlenecks, optimize designand ensure product quality.Active listening, needs assessment and tailoring technical solutions to meet customer requirements and timelineA first experience in project management in industry is a plusFluent in EnglishExcellent communication and coordination skillsAbout SartoriusSartorius is part of the solution in the fight against cancer, dementia, and many other diseases. Our technologies help translate scientific discoveries into real-world medicine faster, so that new therapeutics can reach patients worldwide.We look for ambitious team players and creative minds, who want to contribute to this goal and advance their careers in a dynamic global environment.Join our global team and become part of the solution. We are looking forward to receiving your application.www.sartorius.com/careers",NLP_Engineer,"['specifications', 'project management', 'design', 'iso', 'computer software', 'sales', 'customer requirements', 'engineering', 'communication', 'international', 'procurement', 'marketing', 'technical', 'product development', 'documentation']","['Consumables Engineer', 'Sartorius ’', 'Engineering Order', 'GMP.Familiarity GMP', 'Convince UsDeep']",7
Demo Engineer,https://in.linkedin.com/jobs/view/demo-engineer-at-pegasystems-4280629579?position=2&pageNum=19&refId=A05tg2%2FSUCqb66V8aUIhQw%3D%3D&trackingId=EJ4QjJYVlllJTp5ZZfB9aA%3D%3D,Pegasystems,"Hyderabad, Telangana, India",Demo Engineer,"Meet Our TeamOur team lives and breathes the Pega delivery vision: quickly building high-quality, outcome driven applications that evolve with the changing needs of business. As a key member of the DemoX team, you will work with a passionate and driven project team, delivering new and innovative business and technical solutions using Pega technology.Picture Yourself At PegaPega is changing the way the world builds software. In this role, you will drive the design and development of world class and visionary demos showcasing capabilities for prospective customers and partners by applying modern and cutting-edge technologies. This is your chance to support interesting customer use cases by providing your thought leadership to teams and help influence the product roadmaps.What You'll Do At Pega Develop and implement next gen solutions for demo with latest features of Pega platform products like Customer Decision Hub, Customer Service and Sales Automation. Work as part of a collaborative team consisting of Business Architect, Leads, Solution consultants, Developers and QA’s with mindful use of software development patterns and practices.Cross team collaboration with Engineering and Framework teams.Participate and contribute to solutioning with reusability and extensibility approach, development of the targeted Demo and use cases enabling customers to differentiate themselves from competitors and driving them to stay ahead.Adopt best design / coding practices supporting backward compatibility with focus on system performance.Carry out POCs’ / spikes for use cases dealing with complex scenarios.Exhibit a commitment to continuous learning and development with adaption to changes.Work in defined timeframes and meet aggressive deadlines.Who You AreA result-oriented individual, driven with passion and ability to explore solutions and solve complex customer problems. 2-4 years of overall experience with hands-on experience on Pega platform.  Hands on experience with PRPC, preferably Pega 8 and above. Contributed to development of solutions with Integrations, UI/UX, Case Management capabilities. Good to have experience with Web Mashup/DX API, Email and Chat Bots.  Preferred Pega CSSA / CSA certification.  Working experience with Pega platform or Customer Service or 1:1 Customer Engagement.  Demonstrates customer empathy, willing to adopt best practices ensuring delivered work exceeds customer ever changing demands.  A creative problem solver – passionate to analyze, identify and solve problems.  Team player with good verbal and written communication skills. Worked in Agile Methodology and toolsWhat You've AccomplishedImplemented solutions to solve simple to medium complex problems/use cases using Pega platforms and products like Decision hub and technologies. Thorough understanding of (Pega based) applications’ architecture you have previously worked on.  Experience of working on fast paced and highly collaborative environment.  Ability to think and code fast independently with little hand holding and mostly driven with self- initiation.  Ability to adapt to changes quickly. Pega Offers You Gartner Analyst acclaimed technology leadership across our categories of products  Continuous learning and development opportunities  An innovative, inclusive, agile, flexible, and fun work environment  Competitive global benefits program inclusive of pay + bonus incentive, employee equity in the company Job ID: 22383",NLP_Engineer,"['coding', 'automation', 'design', 'engagement', 'customer service', 'api', 'sales', 'engineering', 'communication', 'agile', 'case management', 'technical', 'certification', 'system', 'email', 'analyze', 'architecture']","['Agile Methodology', 'Customer Engagement', 'Business Architect', 'Job ID', 'Email Chat Bots', 'Pega Offers Gartner Analyst', 'Pega Develop', 'Developers QA ’', 'Web Mashup/DX API', 'Customer Service', 'POCs ’ /', 'Case Management', 'Customer Decision Hub', 'Preferred Pega CSSA / CSA', '2-4 years', 'Meet TeamOur', 'Engineering Framework']",7
Demo Engineer,https://in.linkedin.com/jobs/view/demo-engineer-at-pegasystems-4275087176?position=3&pageNum=19&refId=A05tg2%2FSUCqb66V8aUIhQw%3D%3D&trackingId=%2B8ANUpGKiAZ3sgkdME8pGA%3D%3D,Pegasystems,"Hyderabad, Telangana, India",Demo Engineer,"Meet Our TeamDemo Engineers paint pictures that help tell a compelling story for our customers. We show how our platform makes it easy to solve the most complex problems for the world’s largest companies. Our goal is revolutionizing how our customers do business.Picture Yourself At PegaPega is changing the way the world builds software. Collaborating with leaders from product, sales, partners, and customers, you will design and bring to life cutting-edge prototypes and proofs of concepts that will challenge your technical and storytelling expertise. You will work across industries and product areas to find the most compelling solutions for your audience.What You'll Do At Pega Collaborate closely with dynamic team members from across the company and globe to rapidly create prototypes of next generation applications across a wide range of industries.  Design innovative new features and visionary prototypes for reuse across the organization.  Utilize your technical expertise to ensure demos feature critical product differentiators.  Become an acknowledged go-to expert in designated areas.  Actively contribute your expertise to communities within the organization.  Stay at the forefront of the tech landscape, continuously exploring, evaluating, and adopting the latest technologies. Who You AreYou are a driven, self-reliant individual with keen attention to detail and a passion for building great user experiences. You are eager to work within a creative global team in a fast-paced environment.You enjoy working with diverse people across the globe to help customers realize a vision that exceeds their expectations. Although you might not have experience working as part of a sales team, you have more to offer beyond writing code.You have demonstrated the drive for results and thrive as a leader in a collaborative team.What You've Accomplished Proven ability to find creative ways for rapidly prototyping solutions Experience delivering projects in a fast-paced environmentStrong communication skills including the ability to create a consensus and instill confidenceDeveloped complex applications and explained to technical and non-technical .Proven ability to rapidly learn and integrate emerging technologies—including AI and cloud services.Knowledgeable in front-end development including HTML, CSS, and JavaScript; React is a plus. 2-3 years of experience with Pega certifications including CSA, CSSA Pega Offers You Gartner Analyst acclaimed technology leadership across our categories of products  Continuous learning and development opportunities  An innovative, inclusive, agile, flexible, and fun work environment  Competitive global benefits program inclusive ofpay + bonus incentive, employee equity in the company Job ID: 22387",NLP_Engineer,"['writing', 'ai', 'design', 'prototyping', 'sales', 'communication', 'agile', 'technical', 'css', 'html', 'javascript', 'cloud', 'front-end']","['JavaScript', 'Job ID', 'Meet TeamDemo Engineers', 'HTML', 'Pega Collaborate', '2-3 years', 'CSSA Pega Offers Gartner Analyst', '3 years of experience with Pega certifications including CSA']",3
"Senior Engineer, Firmware Engineering- Embedded C, PCIe / NVMe SSD",https://in.linkedin.com/jobs/view/senior-engineer-firmware-engineering-embedded-c-pcie-nvme-ssd-at-sandisk-4278578764?position=4&pageNum=19&refId=A05tg2%2FSUCqb66V8aUIhQw%3D%3D&trackingId=kf7G3wVsp9Q5SLhaZV%2BOXw%3D%3D,Sandisk,"Bengaluru, Karnataka, India","Senior Engineer, Firmware Engineering- Embedded C, PCIe / NVMe SSD","Company DescriptionSandisk understands how people and businesses consume data and we relentlessly innovate to deliver solutions that enable today’s needs and tomorrow’s next big ideas. With a rich history of groundbreaking innovations in Flash and advanced memory technologies, our solutions have become the beating heart of the digital world we’re living in and that we have the power to shape.Sandisk meets people and businesses at the intersection of their aspirations and the moment, enabling them to keep moving and pushing possibility forward. We do this through the balance of our powerhouse manufacturing capabilities and our industry-leading portfolio of products that are recognized globally for innovation, performance and quality.Sandisk has two facilities recognized by the World Economic Forum as part of the Global Lighthouse Network for advanced 4IR innovations. These facilities were also recognized as Sustainability Lighthouses for breakthroughs in efficient operations. With our global reach, we ensure the global supply chain has access to the Flash memory it needs to keep our world moving forward.Job DescriptionIn this position, the individual will be responsible for design & development of device FW for next-generation PCIe / NVMe SSD products.Responsibilities Design, implement, debug firmware for the next generation of SSDs HW Interface drivers, algorithm design and implementation Contribute to the SSD firmware and play a significant role in delivering next generation SSDs to market Work with the firmware Architects, ASIC, flash media, validation and other cross functional teams on regular basis Design and implement firmware algorithms needed to achieve best in class performance goals Develop characterization and evaluation programs for new products Support failure analysis on test systems Active participation in technical design, implementation reviews across teams and functionsQualifications BE/BTech/MTech degree or equivalent or higher 2+ years of experience in embedded firmware development Excellent Embedded C programming skills. Good to have Assembly language programming skills Must have strong problem solving skills; experience using logic and protocol analyzers is preferred The ideal individual must have proven ability to achieve results in a fast moving, dynamic environment Self-motivated and self-directed, however, must have demonstrated ability to work well with people. A proven desire to work as a team member across internal and cross functional teams. Ability to work effectively cross-functionally and globally. Ability to troubleshoot and analyze complex problems. Ability to multi-task and meet deadlines. Excellent communication (written and verbal) and interpersonal skills.Additional InformationSandisk thrives on the power and potential of diversity. As a global company, we believe the most effective way to embrace the diversity of our customers and communities is to mirror it from within. We believe the fusion of various perspectives results in the best outcomes for our employees, our company, our customers, and the world around us. We are committed to an inclusive environment where every individual can thrive through a sense of belonging, respect and contribution.Sandisk is committed to offering opportunities to applicants with disabilities and ensuring all candidates can successfully navigate our careers website and our hiring process. Please contact us at jobs.accommodations@sandisk.com to advise us of your accommodation request. In your email, please include a description of the specific accommodation you are requesting as well as the job title and requisition number of the position for which you are applying.",NLP_Engineer,"['website', 'operations', 'cross functional', 'assembly', 'dynamic environment', 'communication', 'tomorrow', 'algorithms', 'moment', 'analysis', 'programming', 'supply chain', 'access', 'email', 'c', 'design', 'process', 'technical', 'analyze']","['Sustainability Lighthouses', 'Contribute SSD', '2+ years of experience in embedded firmware development Excellent Embedded C programming skills', 'the Global Lighthouse Network', 'the World Economic Forum', '2+ years', 'Develop', 'World Economic Forum', 'Excellent Embedded C', 'Global Lighthouse Network', 'SSDs HW Interface', 'today', 'Assembly', 'PCIe / NVMe SSD', 'tomorrow', 'ASIC', 'Sandisk']",7
Founding Engineer,https://in.linkedin.com/jobs/view/founding-engineer-at-uplers-4278561314?position=5&pageNum=19&refId=A05tg2%2FSUCqb66V8aUIhQw%3D%3D&trackingId=qwT8tjYy36xL%2F3x8PnxOpw%3D%3D,Uplers,"Kochi, Kerala, India",Founding Engineer,"Experience: 2.00 + yearsSalary: Confidential (based on experience)Expected Notice Period: 15 DaysShift: (GMT+05:30) Asia/Kolkata (IST)Opportunity Type: RemotePlacement Type: Full Time Permanent position(Payroll and Compliance to be managed by: Faved)(*Note: This is a requirement for one of Uplers' client - Faved)What do you need for this opportunity?Must have skills required:react, AI, ML, Next Js, TypeScriptFaved is Looking for:Founding Engineer (Faved)Want to build the world’s first and best influencer marketing AI agent? ✨ Want to have 10x faster career growth than a regular company? 🚀 Willing to work super hard and do it while having fun? 💃Then the rest is just details.Faved connects brands and influencers for paid sponsorships in a managed marketplace. We’re building one of the best companies in the creator X brands space. Our goal is to fully automate the influencer marketing workflow. We love moving fast whilst also enjoying our work (its the entertainment industry after all).What qualities are we looking from you?Ambitious and curious. You need to be self-driven someone who likes to move fast.Build fast, test and iterate even faster. It’s fine if stuff breaks, if you fix it later with an even simpler solution.2+ years experience of having worked on production ready applications - just show us some cool stuff you have made!Have fun working long hours. We work roughly 12 hours a day, 6 days a week. We love the work we do and think its only worthwhile for you if you match that energy.London, UK based. (4 days in-person in Hammersmith. 2 days remote)AI / ML experience - comfortable with LLMs, with an ability to customize and develop models if needed. Being a whizz at using a wide variety of modern AI related APIs is essential.Typescript / Javascript experience - ideally well versed with NextJS, React, Express and/or PostgreSQL.What will you do? You’ll be team member 6 of a rapidly growing startup - so expect to have your role change quite a lot in the next 12 months. We care about outcomes not tasks - you have 100% freedom and autonomy to decide the best way to reach a milestone.Your initial responsibilities will be:Developing software or AI to automate manual and standardized workflows we’ve identified in creator X brand space.Fully owning and building out product features end to end. We aim for weekly sprints.Develop a good understanding of how brands use our platform to test and improve the features you build out.Work closely with the CTO to ship features for our clients or optimize internal workflows.Who are we?Faved is the largest marketplace for brands to find and sponsor creators. We’re building a core team who are obsessed about becoming world-class at our jobs. This means you will accomplish more here in 12 months than you would at any other company in 3-4 years. More learning, more responsibility and more upside. We’ll go from a team of 5 to 6-7 in following few months.What do you get?Competitive salary.Be part of building a large-scale marketplace from the ground up.Freedom to ideate and experiment with your own ideas, allowing you to have real impact on the most influential creators and brands.The ability to learn from and build with a super smart, ambitious and fun team.Equity in the company and leadership opportunities as we grow in the coming years.How to apply for this opportunity?Step 1: Click On Apply! And Register or Login on our portal.Step 2: Complete the Screening Form & Upload updated ResumeStep 3: Increase your chances to get shortlisted & meet the client for the Interview!About Uplers:Our goal is to make hiring reliable, simple, and fast. Our role will be to help all our talents find and apply for relevant contractual onsite opportunities and progress in their career. We will support any grievances or challenges you may face during the engagement.(Note: There are many more opportunities apart from this on the portal. Depending on the assessments you clear, you can apply for them as well).So, if you are ready for a new challenge, a great work environment, and an opportunity to take your career to the next level, don't hesitate to apply today. We are waiting for you!",NLP_Engineer,"['ai', 'js', 'compliance', 'engagement', 'rest', 'click', 'workflow', 'role change', 'marketing', 'payroll', 'brand', 'javascript', 'startup', 'workflows', 'apis']","['Next Js', '4 days', 'the next 12 months', 'Typescript / Javascript', '/ Javascript', 'Opportunity Type', 'the coming years', 'solution.2+ years', 'Time Permanent', 'Notice Period', 'AI / ML', 'Click Apply', 'Screening Form', '2 days', 'the Screening Form & Upload', 'experience)Expected Notice Period', '2+ years experience of having worked on production ready applications - just show us some cool stuff you have made!Have fun working long hours', 'Register Login', 'DaysShift', 'Payroll Compliance']",3
PlatformOps Engineer,https://in.linkedin.com/jobs/view/platformops-engineer-at-jfrog-4294634435?position=6&pageNum=19&refId=A05tg2%2FSUCqb66V8aUIhQw%3D%3D&trackingId=xzDFzGqFK9k0Bn4SoSclVg%3D%3D,JFrog,"Bengaluru, Karnataka, India",PlatformOps Engineer,"JFrog is a fast-growing company, building the next generation of software development and distribution tools. We are setting up the future of software development and DevOps tooling Chain.JFrog is on a mission to enable continuous software updates through Liquid Software, empowering developers to code high-quality applications that securely flow to end-users without interruption. JFrog is the creator of Artifactory, the heart of the JFrog Platform – a hybrid, universal, end-to-end DevOps solution available as open-source, self-hosted and as a SaaS subscription. More than 8000 customers, including 75% of the Fortune 100, trust JFrog to manage their software binaries and accelerate their secure software delivery from code-to-production.In this role you will be part of our growing Global Platform-Ops group to monitor & support the cloud based availability and performance of the JFrog products, using cutting-edge technologies. You will leverage enterprise capability tools and environment automation tools to drive our business. This position requires working in rotational shifts including INDIA,EMEA & US shifts in a 24x7x365 work environment.As a Platform-Ops Engineer you will…Support all aspects of Cloud operations on a day-to-day basis and monitoring continuous availability, durability, performance, scale and up-time of multi-cloud JFrog SAAS servicesAnalyse events, perform troubleshooting and incident response, communicate with internal stakeholders and track events & problems through to resolutionBuild & maintain SOP, tribe knowledge for necessary monitoring, automation activitiesClosely collaborating with SRE/Production engineering & Cloud engineering on SAAS improvementsTo be a Platform-Ops Engineer you need…Minimum 1 years of experience as a Cloud-Ops engineer/NOC engineer and /or Linux sysadmin.Working knowledge of public cloud environments(AWS/Azure/GCP) & Kubernetes orchestrated containerised workloads.Experience on any monitoring & instrumentation tools (Prometheus/Grafana, New Relic, Elastic or equivalent) is a plusExperience with automation using (Jenkins, Python, Shell scripting) is a plusStrong written and verbal communication skills.Strong attention to details and able to handle concurrently multiple tasks.Ability to work independently under minimal supervision",NLP_Engineer,"['instrumentation', 'emea', 'operations', 'automation', 'troubleshooting', 'saas', 'updates', 'cloud', 'engineering', 'communication', 'shell', 'scripting', 'internal stakeholders', 'distribution', 'linux', 'python']","['Prometheus/Grafana', 'New Relic', 'DevOps', 'JFrog SAAS', 'JFrog Platform –', '/or Linux', 'Global Platform-Ops', 'JFrog', '1 years of experience as a Cloud-Ops engineer/NOC engineer and /or Linux sysadmin', 'Liquid Software', 'Minimum 1 years', 'Platform-Ops Engineer']",7
ELV Engineer in Ahmedabad,https://in.linkedin.com/jobs/view/elv-engineer-in-ahmedabad-at-neetdeep-group-4281951358?position=7&pageNum=19&refId=A05tg2%2FSUCqb66V8aUIhQw%3D%3D&trackingId=sBVJr1hKXiPkVGW6AIs7eg%3D%3D,NeetDeep Group,"Ahmedabad, Gujarat, India",ELV Engineer in Ahmedabad,"Key Responsibilities Design, install, configure, and maintain ELV systems such as CCTV, Access Control, Fire Alarm, Public Address, Networking, and BMS. Read and interpret engineering drawings, technical manuals, and specifications. Perform site surveys and prepare BOQs (Bill of Quantities) and technical reports. Supervise and coordinate with technicians, contractors, and vendors during project execution. Ensure compliance with safety standards, codes, and project specifications. Troubleshoot, repair, and maintain installed ELV systems. Conduct system testing, commissioning, and handover to clients. Provide technical support and training to end-users and maintenance teams. Maintain accurate documentation, reports, and records for all installations and service activities.About Company: NeetDeep drives creativity to improve the way the world works and lives by combining unmatched experience and specialized skills. We solve challenges linked to global macro-trends such as safety, security, productivity & comfort in a sustainable way with quality and value. We are majorly dealing with ELV systems.",NLP_Engineer,"['specifications', 'commissioning', 'vendors', 'testing', 'compliance', 'design', 'safety', 'security', 'engineering', 'access', 'training', 'technical', 'reports', 'system', 'networking', 'documentation']","['Public Address', 'Bill Quantities', 'CCTV', 'Key Responsibilities Design', 'Access Control', 'productivity & comfort', 'Fire Alarm']",7
MS Engineer - L2,https://in.linkedin.com/jobs/view/ms-engineer-l2-at-ntt-data-inc-4282282938?position=8&pageNum=19&refId=A05tg2%2FSUCqb66V8aUIhQw%3D%3D&trackingId=48v9quFIKzPinb1iYmxm9g%3D%3D,"NTT DATA, Inc.","Hyderabad, Telangana, India",MS Engineer - L2,"Make an impact with NTT DATAJoin a company that is pushing the boundaries of what is possible. We are renowned for our technical excellence and leading innovations, and for making a difference to our clients and society. Our workplace embraces diversity and inclusion – it’s a place where you can grow, belong and thrive.Additional Career Level Description:Knowledge and application:Applies learned techniques, as well as company policies and procedures to resolve a variety of issues.Problem solving:Works on problems of moderate scope, often varied and nonroutine where analysis requires a review of a variety of factors.Focuses on providing standard professional advice and creating initial analysis for review.Interaction:Builds productive internal/external working relationships to resolve mutual problems by collaborating on procedures or transactions.Impact:Work mainly impacts short term team performance and occasionally medium-term goals.Supports the achievement of goals through own personal effort, assessing own progress.Accountability:Exercises some of own judgement and is responsible for meeting own targets, normally receiving little instruction on day-to-day work, general instructions on new assignments.Manages own impact on cost and profitability.Workplace type: Hybrid WorkingAbout NTT DATANTT DATA is a $30+ billion trusted global innovator of business and technology services. We serve 75% of the Fortune Global 100 and are committed to helping clients innovate, optimize and transform for long-term success. We invest over $3.6 billion each year in R&D to help organizations and society move confidently and sustainably into the digital future. As a Global Top Employer, we have diverse experts in more than 50 countries and a robust partner ecosystem of established and start-up companies. Our services include business and technology consulting, data and artificial intelligence, industry solutions, as well as the development, implementation and management of applications, infrastructure, and connectivity. We are also one of the leading providers of digital and AI infrastructure in the world. NTT DATA is part of NTT Group and headquartered in Tokyo.Equal Opportunity EmployerNTT DATA is proud to be an Equal Opportunity Employer with a global culture that embraces diversity. We are committed to providing an environment free of unfair discrimination and harassment. We do not discriminate based on age, race, colour, gender, sexual orientation, religion, nationality, disability, pregnancy, marital status, veteran status, or any other protected category. Join our growing global team and accelerate your career with us. Apply today.",NLP_Engineer,"['r', 'ai', 'consulting', 'analysis', 'policies', 'start-up', 'technical']","['Career Level Description', 'NTT DATA', 'Equal Opportunity Employer', 'NTT Group', 'Fortune Global', 'Global Top Employer', 'NTT DATAJoin', 'NTT DATANTT DATA', 'Tokyo.Equal Opportunity EmployerNTT DATA']",7
PIE Engineer,https://in.linkedin.com/jobs/view/pie-engineer-at-boyd-4181161994?position=9&pageNum=19&refId=A05tg2%2FSUCqb66V8aUIhQw%3D%3D&trackingId=7NF2hv2mj28IIuR897%2FeIg%3D%3D,Boyd,"Vadodara, Gujarat, India",PIE Engineer,"Job DescriptionKey Responsibilities (Must Include ISO Awareness)To determine the safe and best possible work process routing to facilitate the shortest manufacturing cycle time and to manufacture at the lowest possible shop cost.To make and modify VMC program manually and in CAM independently, setting and FAI for new product. Basic Knowledge of CMMSkill in operating CNC machinery and tooling as well as precision measurement tools.Provide support to all departments as needed to plan the correct processes for all parts as requested.Provide the necessary support to all departments thru MRB activities and other quality directives to correct Manufacturing or Engineering issues and produce a Quality product.Analyse current and/or potential manufacturing practices and implement or suggest ideas as required to reduce cost.Periodic evaluation of product Quality either in process or at M.R.B. and coordination of any manufacturing changes needing implementation for correction of problem or shop floor discipline issues and coordination with the appropriate shop Manager or Supervisor as required.Generating and update CNC process spec / documentation such as detailed step by step work instruction, SOP etc., record CNC process cycle run time, monitor and management and get approve from concern engineer.Reduce variability in manufacturing by providing standard work methods and work instructions.Support and lead continuous improvement, problem solving and process improvement activities.Remove/minimize waste from the processes.Maintain tools/fixtures list, record, periodically plan repair/ rework, calibration and validates the tools/fixture with maintaining history card.Validate the tools or fixture with appropriate trial runs and hand over to the production. To ensure Tool management safety while handling and in operation routine. In case of any unfortunate accident/damage to tool need to revalidate.Specify tool – fixture information in routing/SOP/WI to perform operations.Must be proficient with Microsoft Office, Microsoft Outlook, CAD (SolidWorks) and CAM (Mastercam) and other common software packages.All Job Posting Locations (Location)VadodaraRemote TypeOn-SiteEEO StatementBoyd Corp is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.",NLP_Engineer,"['process improvement', 'cad', 'microsoft office', 'improvement', 'safety', 'iso', 'plan', 'process', 'supervisor', 'routing', 'engineering', 'continuous improvement', 'solidworks', 'documentation', 'product quality']","['CAM (Mastercam', 'Manager Supervisor', 'Job DescriptionKey Responsibilities', 'Knowledge CMMSkill', 'Must Include ISO Awareness', 'VadodaraRemote TypeOn-SiteEEO StatementBoyd Corp', 'Job Posting Locations', 'Manufacturing Engineering', 'SolidWorks', 'Microsoft Outlook', 'Microsoft Office']",7
